Date,Open,High,Low,Close,Volume,daily_return,SMA_5,EMA_5,SMA_10,EMA_10,RSI,MACD,MACD_Signal,Bollinger_Upper,Bollinger_Lower,OBV,Close_Lag_1,Close_Lag_2,Close_Lag_3,Return_Lag_1,Volume_Lag_1,Price_vs_SMA10,Volume_vs_Avg_Vol10
2014-10-06 00:00:00+00:00,320.3890075683594,345.1340026855469,302.5599975585937,330.0790100097656,79011800,0.02985554258083245,342.80780029296875,341.19594600367213,363.6765991210938,359.6263290936579,25.08240149085384,-28.16851197869505,-21.326637889864713,461.0277318534611,318.79306587603105,-238669296.0,320.510009765625,328.8659973144531,359.5119934082031,-0.025408487399317115,83308096.0,0.9076168519158938,2.0037873736506557
2014-10-07 00:00:00+00:00,330.5840148925781,339.2470092773437,320.48199462890625,336.18701171875,49199900,0.018504665621736027,335.0308044433594,339.5263012420314,357.3433013916016,355.3646350254928,28.431847125076942,-28.42413281751317,-22.746136875394406,451.3346407434814,316.37145666862796,-189469396.0,330.0790100097656,320.510009765625,328.8659973144531,0.02985554258083245,79011800.0,0.9407956170146112,1.1482348644320215
2014-10-08 00:00:00+00:00,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,54736300,0.04983235561959076,333.71640625,343.9975349751564,354.91920166015626,354.9237927374771,36.780527501497374,-26.96406290062015,-23.589722080439554,446.26542887018627,314.2906685419231,-134733096.0,336.18701171875,330.0790100097656,320.510009765625,0.018504665621736027,49199900.0,0.9944235217213039,1.190939900388049
2014-10-09 00:00:00+00:00,352.7479858398437,382.72601318359375,347.68701171875,365.0260009765625,83641104,0.03424377642532228,340.9484069824219,351.00702364229176,353.87510070800784,356.7605578718562,42.03399742934322,-24.54872547118299,-23.781522758588242,444.7410942241703,312.83800428657185,-51091992.0,352.94000244140625,336.18701171875,330.0790100097656,0.04983235561959076,54736300.0,1.0315108360159977,1.6376156364776222
2014-10-10 00:00:00+00:00,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,43665700,-0.009489705523839986,349.1588073730469,354.52535300111117,351.33690185546874,357.63354948038227,40.982820290668194,-22.65293915847309,-23.555806038565212,441.2111352664605,311.6337652462348,-94757692.0,365.0260009765625,352.94000244140625,336.18701171875,0.03424377642532228,83641104.0,1.0291034326576023,0.8401972878215966
2014-10-11 00:00:00+00:00,361.3619995117188,367.1910095214844,355.95098876953125,362.2990112304688,13345200,0.002038376510340001,355.6028076171875,357.1165724108971,349.20530395507814,358.48181525312526,41.319058938671866,-20.850691355176025,-23.014783101887378,438.7828515783941,310.40984861691834,-81412492.0,361.56201171875,365.0260009765625,352.94000244140625,-0.009489705523839986,43665700.0,1.0374957285215665,0.2633106002385446
2014-10-12 00:00:00+00:00,362.6059875488281,379.4330139160156,356.1440124511719,378.5490112304688,17552800,0.04485245473017008,364.07520751953126,364.2607186840877,349.5530059814454,362.13039633991497,48.311572928013156,-17.904762832875804,-21.992779048085062,436.32467561224894,310.5077249004464,-63859692.0,362.2990112304688,361.56201171875,365.0260009765625,0.002038376510340001,13345200.0,1.0829516689968404,0.349240925064256
2014-10-13 00:00:00+00:00,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,35221400,0.031343339653187696,371.57000732421875,372.9784796110064,352.6432067871094,367.2728699989929,52.73980605622909,-14.44616134704512,-20.483455507877075,427.51712688509474,314.7775752633428,-28638292.0,378.5490112304688,362.2990112304688,361.56201171875,0.04485245473017008,17552800.0,1.1071076769686266,0.6948134494124109
2014-10-14 00:00:00+00:00,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,38491500,0.026781810112118443,378.7388061523437,382.2756514464001,359.84360656738284,373.381438202301,56.29339237064152,-10.737705859132745,-18.534305578128212,422.8298554469368,317.2313475559929,9853208.0,390.41400146484375,378.5490112304688,362.2990112304688,0.031343339653187696,35221400.0,1.1140117200946358,0.7726520342900409
2014-10-15 00:00:00+00:00,400.9549865722656,402.22698974609375,388.7659912109375,394.7730102539063,25267100,-0.015209381938148914,385.381005859375,386.44143771556884,367.26990661621096,377.2708149389565,53.75518992063871,-8.196222934800687,-16.46668904946271,419.6913792994198,318.6897242162052,-15413892.0,400.8699951171875,390.41400146484375,378.5490112304688,0.026781810112118443,38491500.0,1.0748852632416614,0.5740790000283642
2014-10-16 00:00:00+00:00,394.51800537109375,398.8070068359375,373.0700073242188,382.5559997558594,26990000,-0.030946924386217045,389.4324035644531,385.146291728999,372.5176055908204,378.23175763293887,48.988694124610255,-7.086204695526533,-14.590592178675474,416.279522390706,319.91468232120803,-42403892.0,394.7730102539063,400.8699951171875,390.41400146484375,-0.015209381938148914,25267100.0,1.0269474355423227,0.6954196021713417
2014-10-17 00:00:00+00:00,382.7560119628906,385.4779968261719,375.3890075683594,383.7579956054688,13600700,0.0031420128043384565,390.47420043945317,384.683526354489,377.27470397949224,379.2365281733988,49.46348981292605,-6.039892107573394,-12.880452164455058,413.8137513996811,320.80425397141266,-28803192.0,382.5559997558594,394.7730102539063,400.8699951171875,-0.030946924386217045,26990000.0,1.0171845383684377,0.38582254113680686
2014-10-18 00:00:00+00:00,383.97601318359375,395.1579895019531,378.9710083007813,391.4419860839844,11416800,0.020023010768524196,390.6797973632813,386.93634626432083,381.12490234375,381.4557023389598,52.50676095478701,-4.538332952257633,-11.212028322015573,415.5893143543495,320.45478964955674,-17386392.0,383.7579956054688,382.5559997558594,394.7730102539063,0.0031420128043384565,13600700.0,1.0270700856249193,0.3692459305196678
2014-10-19 00:00:00+00:00,391.2539978027344,393.9389953613281,386.4570007324219,389.5459899902344,5914570,-0.004843619645193642,388.41499633789067,387.80622750629203,383.57690124511726,382.9266637301006,51.67978777543699,-3.461426374206667,-9.661907932453794,417.16587742240614,320.28612453071884,-23300962.0,391.4419860839844,383.7579956054688,382.5559997558594,0.020023010768524196,11416800.0,1.0155616480704157,0.2555267675216081
2014-10-20 00:00:00+00:00,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,16419000,-0.01720204787552615,386.02939453125,386.15248541109577,385.70520019531256,382.9118160011192,48.7569871420041,-3.1128015055059564,-8.352086647064226,416.67019065557173,320.37191139520957,-39719962.0,389.5459899902344,391.4419860839844,383.7579956054688,-0.004843619645193642,5914570.0,0.9925844946524934,0.803989558859513
2014-10-21 00:00:00+00:00,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,14188900,0.009481656731152865,386.8131958007813,386.25999230856905,388.1227996826172,383.5596687470094,50.39368473158132,-2.5146158028464924,-7.184592478220679,417.0184928415074,320.30961079618794,-25531062.0,382.8450012207031,389.5459899902344,391.4419860839844,-0.01720204787552615,16419000.0,0.9957544530224737,0.6919295979470091
2014-10-22 00:00:00+00:00,386.1180114746094,388.5759887695313,382.2489929199219,383.1579895019531,11641300,-0.00858274545359361,386.6931945800781,385.22599137303047,388.5836975097656,383.48663615699917,48.85802562773556,-2.281900513390724,-6.204054085254688,417.78226463610116,320.3544388551098,-37172362.0,386.4750061035156,382.8450012207031,389.5459899902344,0.009481656731152865,14188900.0,0.986037221729622,0.584545606964997
2014-10-23 00:00:00+00:00,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,26456900,-0.06457126822962156,380.08819580078125,376.28965831118705,385.3839965820313,378.92851907163566,39.25038294804775,-4.0472099668116925,-5.77268526156609,417.77517573329254,320.25202763584804,-63629262.0,383.1579895019531,386.4750061035156,382.8450012207031,-0.00858274545359361,11641300.0,0.930025624743888,1.3896396267450726
